ID,EPIC,RA,Dec,Gmag,Kmag,pmRA,e_pmRA,pmDE,e_pmDE,plx[mas],e_plx,f_plx,pmRAc,pmDEc,Pmem,RotPer[d],Ref
Upper Scorpius,202910382,16 29 02.24,-27 55 18.1,10.35,8.8,-29.66,2.16,-26.8,1.42,9.1,0.7,0,-11.9,-24.6,24,,
Upper Scorpius,202911961,16 30 15.68,-27 54 58.5,6.83,6.36,-10.67,0.59,-13.32,0.21,5.8,0.7,0,-11.8,-24.7,40,,
Upper Scorpius,202915242,16 10 21.55,-27 54 17.4,15.35,11.2,-19.4,2.42,-18.65,2.42,6,1.1,1,-13.2,-24.2,75,,
Upper Scorpius,202919426,16 21 09.02,-27 53 24.4,13.51,9.98,-18.8,2.34,-15.08,2.34,5.2,1,1,-12.4,-24.5,27,,
Upper Scorpius,202925169,16 07 57.86,-27 52 11.6,,8.86,-3.6,2.8,-20.5,2.5,5,0.9,2,-13.3,-24.2,36,,
Upper Scorpius,202930098,16 24 32.77,-27 51 10.4,12.21,9.48,-16.32,2.33,-15.98,2.33,4.6,0.8,1,-12.2,-24.5,16,,
Upper Scorpius,202942404,16 16 11.27,-27 48 33.9,11.57,8.34,-6.54,2.4,-10.96,2.4,8.8,1.6,1,-12.8,-24.3,17,,
Upper Scorpius,202943412,16 28 20.69,-27 48 21.3,10.92,8.61,-14.58,0.97,-11.71,1.05,6.7,1.2,1,-11.9,-24.6,22,,
Upper Scorpius,202949470,16 22 54.82,-27 47 05.5,12.65,9.21,-11.21,2.34,-11.51,2.34,6.3,1.2,1,-12.3,-24.5,32,,
Upper Scorpius,202950433,16 27 36.91,-27 46 54.4,11.77,8.49,-15.64,2.33,-9.96,2.33,9.3,1.7,1,-11.9,-24.6,13,,
Upper Scorpius,202955657,16 26 37.99,-27 45 48.4,11.59,8.14,-17.24,2.33,-14.33,2.33,10.7,2,1,-12,-24.6,43,,
Upper Scorpius,202957308,16 27 48.85,-27 45 27.2,,7.16,-11.5,7.1,-11.2,7.1 3,96.1,73,4,-11.9,-24.6,21,,
Upper Scorpius,202959419,16 23 57.64,-27 44 59.2,12.05,9.18,-9.59,2.32,-29.3,2.32,5.4,1,1,-12.2,-24.5,84,,
Upper Scorpius,202960425,16 09 00.96,-27 44 46.5,,10.8,-18.4,8.5,-16.2,8.2,9.8,1.8,4,-13.3,-24.2,79,,
Upper Scorpius,202963882,16 13 18.91,-27 44 02.5,13.71,9.62,-8.04,2.4,-18.95,2.4,13,2.4,1,-13,-24.3,68,,
Upper Scorpius,202970894,16 29 24.64,-27 42 33.5,12.88,9.6,-11.27,2.34,-13.98,2.35,5.3,1,1,-11.8,-24.6,37,,
Upper Scorpius,202976791,16 35 44.56,-27 41 18.4,11.75,8.9,-7.18,2.33,-18.11,2.33,6.1,1.1,1,-11.4,-24.8,79,,
Upper Scorpius,202977790,16 43 50.29,-27 41 05.8,14.57,10.82,-11.05,2.19,-23.65,2.17,5,0.9,1,-10.8,-24.9,78,,
Upper Scorpius,202978875,16 09 01.69,-27 40 52.1,,11.95,-20.4,5.5,-17.9,5.5,15.5,2.9,4,-13.3,-24.2,49,,
Upper Scorpius,202979611,16 23 26.71,-27 40 43.1,13.07,9.48,-8.54,2.34,-11.56,2.34,6,1.1,1,-12.2,-24.5,24,,
Upper Scorpius,202982521,16 22 51.73,-27 40 06.6,11.89,7.8,-2.16,2.34,-17.32,2.34,17,3.1,1,-12.3,-24.5,10,,
Upper Scorpius,202988479,16 29 16.97,-27 38 52.9,12.58,9.37,-9,2.33,-14.92,2.33,6,1.1,1,-11.8,-24.6,59,,
Upper Scorpius,203001378,16 21 54.81,-27 36 10.3,15.67,11.47,-9.29,2.49,-19.17,2.49,4.8,0.9,1,-12.3,-24.5,55,,
Upper Scorpius,203001822,16 41 48.59,-27 36 04.3,14.64,10.97,-8.01,2.11,-21.3,2.11,4.4,0.8,1,-11,-24.9,32,,
Upper Scorpius,203004488,16 18 44.32,-27 35 30.4,16.79,12.24,-5.22,2.61,-27.78,2.6,4.7,0.9,1,-12.6,-24.4,42,,
Upper Scorpius,203009087,16 26 51.61,-27 34 31.7,14.04,9.88,-4.87,2.33,-10.95,2.33,6.7,1.2,1,-12,-24.6,12,,
Upper Scorpius,203013725,16 10 26.99,-27 33 33.2,11.11,8.32,-10,1,-16.18,1.07,7.5,1.4,1,-13.1,-24.2,79,,
Upper Scorpius,203013984,16 08 42.57,-27 33 29.9,14.24,10.42,-20.87,2.17,-28.63,2.17,6.8,1.2,1,-13.3,-24.1,89,,
Upper Scorpius,203017272,16 27 31.15,-27 32 48.2,13.18,9.61,-11.64,2.33,-8.86,2.33,6.5,1.2,1,-11.9,-24.6,10,,
Upper Scorpius,203017692,16 14 45.68,-27 32 43.1,13.7,9.98,-9.1,2.4,-27.13,2.4,6.6,1.2,1,-12.8,-24.3,94,,
Upper Scorpius,203020085,16 12 32.32,-27 32 13.3,11.11,9.05,-12.02,1.08,-22.08,0.7,5.3,0.3,0,-13,-24.2,65,,
Upper Scorpius,203035025,16 36 20.25,-27 29 04.5,8.64,5.88,-9.53,0.57,-26.21,0.64,23.8,4.4,1,-11.3,-24.7,68,,
Upper Scorpius,203036995,16 10 03.11,-27 28 39.7,13.76,9.84,-12.09,2.29,-22.24,2.29,8.9,1.6,1,-13.2,-24.2,94,,
Upper Scorpius,203046192,16 23 38.00,-27 26 44.0,13.92,10.12,-7.23,2.08,-15.28,2.08,4.7,0.9,1,-12.2,-24.5,19,,
Upper Scorpius,203046199,16 28 14.12,-27 26 43.9,11.41,9.02,-7.84,0.98,-20.76,1.06,5.3,1,1,-11.9,-24.6,79,,
Upper Scorpius,203046225,16 41 01.32,-27 26 43.5,9.59,4.61,-14.52,3.61,-12.49,3.61 1,59,29.3,1,-11,-24.8,22,,
Upper Scorpius,203048597,16 13 24.58,-27 26 13.2,14.06,9.78,-11.5,2.31,-38.15,2.29,14.2,2.6,1,-12.9,-24.2,53,,
Upper Scorpius,203053971,16 21 10.66,-27 25 05.0,12.54,9.27,-6.12,2.23,-15.9,2.23,6.3,1.2,1,-12.4,-24.4,61,,
Upper Scorpius,203055760,16 26 19.11,-27 24 42.1,13.21,9.62,-5,2.33,-18.5,2.33,5.9,1.1,1,-12,-24.5,69,,
Upper Scorpius,203061783,16 27 02.52,-27 23 26.3,13.02,9.3,-15.71,2.33,-13.02,2.33,6.4,1.2,1,-12,-24.5,44,,
Upper Scorpius,203065665,16 24 26.01,-27 22 38.6,11.09,8.73,-12.63,0.97,-22.33,1.08,6,1.1,1,-12.2,-24.5,93,,
Upper Scorpius,203070560,16 13 51.89,-27 21 38.0,13.93,10.26,-9.95,2.09,-13.92,2.09,4.5,0.8,1,-12.9,-24.3,11,,
Upper Scorpius,203074940,16 26 25.40,-27 20 42.7,15.49,11.18,-8.86,2.09,-18.57,2.09,5.9,1.1,1,-12,-24.5,82,,
Upper Scorpius,203075534,16 24 58.31,-27 20 35.3,13.75,9.61,-4.58,2.23,-10.74,2.23,7.2,1.3,1,-12.1,-24.5,10,,
Upper Scorpius,203082390,16 36 49.80,-27 19 11.4,10.11,8.63,-11.05,1.89,-24.27,1.45,6.2,0.2,0,-11.3,-24.7,96,,
Upper Scorpius,203082998,16 24 44.48,-27 19 03.7,,12.17,-7.9,5.1,-14.7,5.1,28.6,5.3,4,-12.1,-24.5,11,,
Upper Scorpius,203083616,16 14 52.53,-27 18 55.7,17.73,12.82,-17.85,2.59,-21.79,2.59,4.8,0.9,1,-12.8,-24.3,53,,
Upper Scorpius,203084039,16 27 52.93,-27 18 50.5,14.13,10.11,-2.87,2.13,-17.15,2.13,5.2,1,1,-11.9,-24.6,27,,
Upper Scorpius,203086979,16 26 02.15,-27 18 14.2,12,9.05,-15.46,2.26,-25.38,2.26,6.1,1.1,1,-12,-24.5,92,,
Upper Scorpius,203087372,16 21 05.00,-27 18 08.9,13.61,9.95,-13.82,2.23,-12.94,2.23,5.6,1,1,-12.4,-24.4,35,,
Upper Scorpius,203092153,16 25 57.31,-27 17 10.5,12.21,9.19,-10.35,2.52,-13,1.94,5.7,1.1,1,-12,-24.5,37,,
Upper Scorpius,203092549,16 24 20.45,-27 17 05.9,11.85,8.6,-16.82,2.23,-19.11,2.23,8.3,1.5,1,-12.2,-24.5,87,,
Upper Scorpius,203092824,16 10 57.65,-27 17 02.6,12.33,9.41,-11.5,2.29,-23.4,2.29,5,0.9,1,-13.1,-24.2,80,,
Upper Scorpius,203097006,16 18 09.93,-27 16 11.6,14.25,10.19,-11.64,2.09,-22.65,2.09,6.8,1.3,1,-12.6,-24.3,95,,
Upper Scorpius,203098034,16 08 40.17,-27 15 58.7,11.63,8.75,-11.42,1.02,-16.68,1.02,6.4,1.2,1,-13.3,-24.1,82,,
Upper Scorpius,203102566,16 26 22.77,-27 15 02.8,9.61,8.43,-16.46,1.41,-29.63,1.04,7.9,0.2,0,-12,-24.5,97,,
Upper Scorpius,203106784,16 25 04.91,-27 14 09.7,14.09,9.78,-6.38,2.27,-10.92,2.27,7.2,1.3,1,-12.1,-24.5,17,,
Upper Scorpius,203107349,16 25 49.17,-27 14 02.7,11.88,8.93,-13.26,2.26,-10.37,2.26,6.3,1.2,1,-12.1,-24.5,19,,
Upper Scorpius,203108627,16 30 49.65,-27 13 46.9,15.65,11.38,-15.43,2.06,-21.3,2.07,5.5,1,1,-11.7,-24.6,82,,
Upper Scorpius,203112557,16 23 07.60,-27 12 57.5,13.39,9.74,-19.51,2.23,-31.44,2.23,7,1.3,1,-12.2,-24.5,89,,
Upper Scorpius,203115450,16 31 06.67,-27 12 21.4,11.67,8.63,-5.69,2.26,-15.93,2.26,7.5,1.4,1,-11.7,-24.6,65,,
Upper Scorpius,203122134,16 31 18.68,-27 10 58.7,15.5,11.35,-14.69,2.1,-24.31,2.1,5.3,1,1,-11.7,-24.6,84,,
Upper Scorpius,203122455,16 30 57.54,-27 10 54.8,10.19,8.39,-17.47,1.95,-20.28,1.41,5.5,0.6,0,-11.7,-24.6,63,,
Upper Scorpius,203122463,16 15 48.69,-27 10 54.7,,11.88,-20,5.1,-28.4,5.1,27.2,5,4,-12.8,-24.3,27,,
Upper Scorpius,203125449,16 30 24.15,-27 10 17.8,15.01,10.94,-9.33,2.11,-20.03,2.12,5.2,0.9,1,-11.7,-24.6,74,,
Upper Scorpius,203130129,16 35 44.73,-27 09 20.3,15.51,11.56,-12.14,2.06,-23.18,2.06,4.3,0.8,1,-11.4,-24.7,36,,
Upper Scorpius,203131475,16 24 30.42,-27 09 04.1,7.41,6.72,-21.51,0.05,-29.24,0.03,6.4,0.4,0,-12.1,-24.5,100,,
Upper Scorpius,203138121,16 26 42.88,-27 07 41.8,15.52,11.2,-13.4,2.07,-23.06,2.07,5.8,1.1,1,-12,-24.5,91,,
Upper Scorpius,203141803,16 35 40.80,-27 06 56.7,12.07,8.86,-10.51,2.26,-10.38,2.26,7,1.3,1,-11.4,-24.7,21,,
Upper Scorpius,203166243,16 26 49.54,-27 01 52.9,14,10.44,-14.67,2.08,-20.79,2.08,4.6,0.8,1,-12,-24.5,43,,
Upper Scorpius,203241615,15 56 42.28,-26 46 46.8,17.96,13.09,-8.26,2.82,-21.7,2.82,5.2,1,1,-14.1,-23.8,74,,
Upper Scorpius,203274630,16 04 52.85,-26 40 13.7,9.35,8.1,-23.44,1,-34.9,0.5,9.6,0.2,0,-13.5,-24,64,,
Upper Scorpius,203279708,16 04 55.24,-26 39 13.6,13.09,9.69,-21.38,2.29,-35.92,2.29,6.1,1.1,1,-13.5,-24,62,,
Upper Scorpius,203301463,15 59 11.89,-26 35 00.9,8.07,6.97,-17.66,0.29,-20.11,0.34,7.9,0.5,0,-13.9,-23.8,96,,
Upper Scorpius,203302339,16 17 29.70,-26 34 51.3,13.52,9.98,-2.51,2.29,-15.03,2.29,5.5,1,1,-12.6,-24.3,18,,
Upper Scorpius,203337149,16 13 06.29,-26 28 25.2,10.89,8.07,-23.94,0.98,-17.02,0.98,8.6,1.6,1,-12.9,-24.2,28,,
Upper Scorpius,203337814,16 16 47.56,-26 28 17.9,15.78,11.68,-20.12,2.09,-29.53,2.09,5.1,0.9,1,-12.7,-24.3,51,,
Upper Scorpius,203338523,16 21 27.98,-26 28 10.0,16.5,11.88,-9.15,2.64,-23.89,2.52,6.7,1.2,1,-12.3,-24.4,94,,
Upper Scorpius,203343161,16 24 55.88,-26 27 18.1,15.62,11.16,-9.38,2.04,-31.6,2.04,7.8,1.4,1,-12.1,-24.4,94,,
Upper Scorpius,203354381,16 26 27.87,-26 25 15.1,13.89,9.85,-18.44,2.27,-36.77,2.26,9.3,1.7,1,-12,-24.5,83,,
Upper Scorpius,203362169,16 23 04.38,-26 23 43.1,11.1,7.78,-13.55,2.23,-19.77,2.23,12.4,2.3,1,-12.2,-24.4,82,,
Upper Scorpius,203363279,16 00 42.65,-26 23 29.6,9.1,7.72,-13,0.79,-17.13,0.54,6.4,0.3,0,-13.8,-23.9,94,,
Upper Scorpius,203366162,16 23 57.72,-26 22 55.8,11.6,8.82,-15.52,2.3,-11.58,2.3,6.2,1.1,1,-12.2,-24.4,28,,
Upper Scorpius,203377650,16 16 52.25,-26 20 38.7,,12.4,-14.8,5.1,-37.9,5.1,23.1,4.3,4,-12.6,-24.2,22,,
Upper Scorpius,203390179,16 23 00.63,-26 18 06.7,11.78,8.94,-17,2.23,-17.77,2.23,5.9,1.1,1,-12.2,-24.4,74,,
Upper Scorpius,203390805,16 27 14.36,-26 17 58.8,12.59,9.53,-13.75,2.25,-25.07,2.25,5.2,1,1,-11.9,-24.5,84,,
Upper Scorpius,203394211,16 23 21.87,-26 17 16.1,12.28,9.22,-11.8,2.23,-19.88,2.23,5.4,1,1,-12.2,-24.4,82,,
Upper Scorpius,203396402,16 08 27.21,-26 16 49.1,15.82,11.68,-24.62,2.09,-31.96,2.09,5.4,1,1,-13.2,-24.1,29,,
Upper Scorpius,203396930,16 17 01.74,-26 16 42.6,12.87,9.31,-2.31,2.29,-15,2.29,7.2,1.3,1,-12.6,-24.2,28,,
Upper Scorpius,203414491,16 16 30.24,-26 13 05.8,12.17,8.53,-14.55,2.29,-12.01,2.29,10,1.8,1,-12.7,-24.2,36,,
Upper Scorpius,203417323,16 25 16.99,-26 12 29.8,15.54,11.41,-12.86,2.05,-24.23,2.05,4.8,0.9,1,-12.1,-24.4,71,,
Upper Scorpius,203422687,16 14 23.44,-26 11 25.8,11.15,8.19,-13.06,2.29,-8.68,2.29,9.1,1.7,1,-12.8,-24.2,11,,
Upper Scorpius,203425996,16 21 14.31,-26 10 46.2,15.53,11.02,-16.26,2.07,-21.74,2.07,7.4,1.4,1,-12.3,-24.3,93,,
Upper Scorpius,203429083,15 57 03.51,-26 10 08.1,,12.9,-10,3.9,-40,3.9,17.8,3.3,4,-14,-23.8,19,,
Upper Scorpius,203430881,15 58 51.61,-26 09 47.3,10.66,9.19,-16.54,1.54,-29.21,0.34,6.4,0.4,0,-13.9,-23.8,94,,
Upper Scorpius,203432858,16 11 06.92,-26 09 23.6,9.95,8.43,-11.51,0.85,-19.35,0.51,6.1,0.2,0,-13,-24.1,95,,
Upper Scorpius,203437558,16 16 22.73,-26 08 27.1,12.63,9.5,-1.87,2.29,-27.72,2.29,5.3,1,1,-12.7,-24.2,47,,
Upper Scorpius,203437673,15 56 43.99,-26 08 25.9,13.75,9.98,-7.45,2.55,-23.35,2.55,5.9,1.1,1,-14,-23.8,86,,
Upper Scorpius,203452629,16 17 23.26,-26 05 25.0,15.21,10.81,-13.51,2.09,-26.12,2.09,6.8,1.3,1,-12.6,-24.2,96,,
Upper Scorpius,203456118,16 08 20.58,-26 04 42.5,12.95,9.76,-15.01,2.41,-39.55,2.41,4.9,0.9,1,-13.2,-24,11,,
Upper Scorpius,203457426,15 55 54.89,-26 04 26.3,12.64,9.55,-15.64,2.29,-23.14,2.29,4.8,0.9,1,-14.1,-23.7,72,,
Upper Scorpius,203461369,16 13 56.41,-26 03 38.7,13.64,9.38,-1.89,2.29,-29.91,2.29,15.4,2.8,1,-12.8,-24.2,25,,
Upper Scorpius,203465909,16 27 49.04,-26 02 43.8,13.77,9.18,-11.18,2.26,-29.82,2.26,11.3,2.1,1,-11.9,-24.5,91,,
Upper Scorpius,203465939,16 17 24.55,-26 02 43.4,15.54,11.24,-8.5,2.09,-15.94,2.09,4.5,0.8,1,-12.6,-24.2,17,,
Upper Scorpius,203478236,16 20 40.41,-26 00 18.1,15.92,11.51,-13.92,2.13,-19.33,2.13,5.8,1.1,1,-12.4,-24.3,87,,
Upper Scorpius,203478347,16 26 56.48,-26 00 16.9,16.61,12.01,-10.34,2.5,-15.68,2.51,5,0.9,1,-11.9,-24.4,45,,
Upper Scorpius,203479994,16 16 45.10,-25 59 57.7,11.94,8.56,-12.05,2.29,-24.29,2.29,9.6,1.8,1,-12.6,-24.2,95,,
Upper Scorpius,203484647,16 23 59.24,-25 59 01.8,14.32,10.79,-18.71,2.05,-31.86,2.05,4.6,0.8,1,-12.1,-24.4,19,,
Upper Scorpius,203494280,16 17 31.71,-25 57 04.4,14.43,10.53,-9.31,2.09,-15.85,2.09,5.3,1,1,-12.6,-24.2,54,,
Upper Scorpius,203495721,16 21 47.93,-25 56 47.2,9.15,8.03,-6.65,0.85,-23.91,0.58,7.8,0.3,0,-12.3,-24.3,91,,
Upper Scorpius,203495957,16 17 47.04,-25 56 44.0,15.76,11.66,-19.51,2.09,-34.03,2.09,5.1,0.9,1,-12.6,-24.2,37,,
Upper Scorpius,203498901,15 56 05.10,-25 56 08.9,7.61,6.97,-21.81,0.05,-32.44,0.03,10.6,0.5,0,-14.1,-23.7,100,,
Upper Scorpius,203504633,16 28 44.54,-25 54 58.9,,11.6,-24.6,3.9,-32.8,3.9,6.2,1.1,4,-11.8,-24.5,61,,
Upper Scorpius,203510168,16 17 53.56,-25 53 51.3,,11.81,-10.6,2.3,-28.4,2.5,6.8,1.2,4,-12.6,-24.2,95,,
Upper Scorpius,203517860,16 10 02.11,-25 52 16.7,12.37,9.03,-11.43,2.29,-12.4,2.29,6.4,1.2,1,-13.1,-24.1,48,,
Upper Scorpius,203523532,16 21 47.40,-25 51 07.8,12.59,8.31,-9.8,2.23,-11.24,2.23,13,2.4,1,-12.3,-24.3,13,,
Upper Scorpius,203527618,16 16 58.02,-25 50 16.3,15.71,11.41,-11.39,2.09,-28.39,2.09,5.4,1,1,-12.6,-24.2,87,,
Upper Scorpius,203528786,16 25 26.26,-25 50 01.8,12.43,9.36,-12.1,2.26,-10.61,2.26,5.6,1,1,-12,-24.4,15,,
Upper Scorpius,203532363,16 14 29.67,-25 49 18.5,15.32,11.09,-11.1,2.09,-28.32,2.09,5.5,1,1,-12.8,-24.2,89,,
Upper Scorpius,203534383,16 14 02.99,-25 48 53.1,16.32,11.71,-11.62,2.52,-27.45,2.52,6.9,1.3,1,-12.8,-24.1,95,,
Upper Scorpius,203540227,16 21 10.28,-25 47 41.0,14.82,10.8,-10.89,2.07,-20.56,2.07,5.2,1,1,-12.3,-24.3,81,,
Upper Scorpius,203542353,16 21 15.24,-25 47 14.0,14.62,10.01,-17.2,2.07,-26.16,2.07,13.9,2.6,1,-12.3,-24.3,83,,
Upper Scorpius,203542463,16 18 08.69,-25 47 12.6,17.46,12.14,-13.68,2.52,-25.61,2.52,8.5,1.6,1,-12.5,-24.2,96,,
Upper Scorpius,203544427,15 55 42.29,-25 46 47.8,16.22,11.74,-13.46,2.1,-25.75,2.1,6.6,1.2,1,-14.1,-23.7,96,,
Upper Scorpius,203547407,16 03 00.18,-25 46 10.9,11.48,8.47,-10.72,2.29,-13.48,2.29,6.7,1.2,1,-13.6,-23.9,62,,
Upper Scorpius,203551698,16 03 22.90,-25 45 17.5,13.83,10.19,-21.82,2.67,-26.5,2.67,5.7,1,1,-13.6,-23.9,76,,
Upper Scorpius,203551881,16 03 23.46,-25 45 15.0,13.17,9.54,-1.36,2.41,-20.66,2.41,8,1.5,1,-13.6,-23.9,50,,
Upper Scorpius,203554104,16 20 19.68,-25 44 47.9,11.99,8.63,-17.29,2.23,-13.62,2.23,8.5,1.6,1,-12.4,-24.3,52,,
Upper Scorpius,203563208,16 17 38.95,-25 42 55.4,14.95,10.55,-12.61,2.09,-25.71,2.09,8.9,1.6,1,-12.6,-24.2,96,,
Upper Scorpius,203565563,16 17 33.99,-25 42 25.9,14.27,10.42,-17.43,2.09,-16.19,2.09,5.8,1.1,1,-12.6,-24.2,63,,
Upper Scorpius,203568037,16 16 24.39,-25 41 54.1,15.05,10.38,-12.2,2.09,-25.78,2.09,12.2,2.3,1,-12.7,-24.2,91,,
Upper Scorpius,203570322,15 56 59.71,-25 41 25.4,10.1,7.93,-18.24,1.02,-31.12,1.23,8,1.5,1,-14,-23.7,95,,
Upper Scorpius,203574463,15 59 49.55,-25 40 34.3,15.77,11.55,-11.73,2.09,-24.22,2.09,5,0.9,1,-13.8,-23.8,82,,
Upper Scorpius,203576244,16 15 06.55,-25 40 12.2,11.9,9.28,-19.5,2.29,-31.73,2.29,4.6,0.8,1,-12.7,-24.2,19,,
Upper Scorpius,203581504,16 09 26.96,-25 39 08.2,15.93,11.7,-14.64,2.09,-27.3,2.09,5.4,1,1,-13.1,-24,87,,
Upper Scorpius,203582679,15 56 59.29,-25 38 53.5,13.14,9.53,-28.75,2.97,-33.31,2.97,8,1.5,1,-14,-23.7,58,,
Upper Scorpius,203583386,16 20 15.04,-25 38 44.4,8.91,7.67,-10.47,0.71,-20.96,0.49,6.5,0.2,0,-12.4,-24.3,97,,
Upper Scorpius,203587408,16 16 42.98,-25 37 54.8,14.12,10.05,-9.99,2.09,-26.27,2.09,7,1.3,1,-12.6,-24.2,96,,
Upper Scorpius,203597399,16 56 02.92,-25 35 50.4,11.69,7.93,-10.28,2.25,-14.34,2.25,11,2,1,-9.9,-24.9,47,,
Upper Scorpius,203604427,16 29 08.74,-25 34 24.0,13.99,10.13,-13.29,2.1,-25,2.08,7.8,1.4,1,-11.8,-24.4,96,,
Upper Scorpius,203625455,16 21 14.93,-25 30 01.0,15.88,11.35,-15.37,2.72,-26.3,2.72,7.5,1.4,1,-12.3,-24.3,95,,
Upper Scorpius,203627083,16 16 48.74,-25 29 40.2,,11.5,-14,4,-31.8,4,34.4,6.3,4,-12.6,-24.2,30,,
Upper Scorpius,203629401,16 02 24.40,-25 29 12.1,16.78,12.47,-9.59,2.51,-22.78,2.51,4.2,0.8,1,-13.6,-23.9,23,,
Upper Scorpius,203636498,16 21 05.10,-25 27 42.4,15.22,10.94,-14.83,3.27,-26.54,3.27,7.9,1.5,1,-12.3,-24.3,95,,
Upper Scorpius,203642025,16 30 44.70,-25 26 33.8,14.75,10.8,-17.56,2.06,-27.33,2.06,5.7,1.1,1,-11.7,-24.5,84,,
Upper Scorpius,203642292,15 56 18.19,-25 26 30.5,9.15,8.14,-18.38,0.85,-20.33,0.49,6.2,0.3,0,-14,-23.7,92,,
Upper Scorpius,203645396,16 11 42.62,-25 25 51.2,,11.26,-10.1,5.1,-35,5.1,24.9,4.6,4,-13,-24.1,23,,
Upper Scorpius,203647063,16 11 58.00,-25 25 30.1,9.34,7.79,-5.45,0.9,-21.02,0.86,5.4,0.7,0,-13,-24.1,68,,
Upper Scorpius,203649493,16 11 08.62,-25 24 59.8,9.38,8.26,-12.27,0.49,-19.07,0.53,4.3,0.8,1,-13,-24,30,,
Upper Scorpius,203663613,16 24 54.63,-25 22 02.5,13.73,10.14,-2.84,2.05,-28.69,2.05,5.2,0.9,1,-12.1,-24.3,50,,
Upper Scorpius,203672170,16 17 13.50,-25 20 15.1,11.48,8.42,-17.13,2.29,-22.26,2.29,8.7,1.6,1,-12.6,-24.2,93,,
Upper Scorpius,203674308,16 15 53.98,-25 19 49.1,14.79,10.82,-13.57,2.09,-25.84,2.09,4.8,0.9,1,-12.7,-24.1,73,,
Upper Scorpius,203679238,16 10 13.50,-25 18 47.4,10.31,8.82,-20.01,1.25,-22.08,0.74,6.9,0.4,0,-13.1,-24,93,,
Upper Scorpius,203679848,16 16 41.37,-25 18 39.4,15.56,11.04,-13.01,2.09,-25.11,2.09,8,1.5,1,-12.6,-24.2,96,,
Upper Scorpius,203685514,16 16 20.74,-25 17 30.1,15.36,11.19,-12.72,2.1,-21.69,2.09,4.9,0.9,1,-12.6,-24.2,73,,
Upper Scorpius,203690974,16 12 56.48,-25 16 21.6,11.8,9.25,-6.58,1.03,-17.44,1.03,4.7,0.9,1,-12.9,-24.1,30,,
Upper Scorpius,203692610,16 10 31.63,-25 16 01.7,15.57,11.6,-10.26,2.09,-25.8,2.09,3.9,0.7,1,-13,-24,10,,
Upper Scorpius,203696274,16 17 26.58,-25 15 16.2,14.84,10.38,-8.99,2.09,-24.4,2.09,8.7,1.6,1,-12.6,-24.2,95,,
Upper Scorpius,203696502,15 57 15.57,-25 15 13.3,8.38,7.57,-6.54,0.36,-15.48,0.48,7.8,0.8,0,-14,-23.7,58,,
Upper Scorpius,203703448,16 54 39.84,-25 13 47.0,9.66,8.45,-6.44,0.14,-8.85,0.08,5.8,0.3,0,-10,-24.9,11,,
Upper Scorpius,203703588,16 16 44.25,-25 13 45.3,8.74,7.72,-11.55,0.56,-21.4,0.51,7,0.3,0,-12.6,-24.2,97,,
Upper Scorpius,203708909,16 02 06.83,-25 12 38.5,16,11.87,-9.63,2.09,-30.67,2.09,4.4,0.8,1,-13.6,-23.8,25,,
Upper Scorpius,203712588,16 25 15.22,-25 11 54.1,,9.64,-17.7,5.5,-32.5,5.5,86.1,15.9,4,-12,-24.3,45,,
Upper Scorpius,203715134,15 55 54.20,-25 11 21.7,11.98,9.16,-22.24,2.29,-24.44,2.29,5.3,1,1,-14.1,-23.7,66,,
Upper Scorpius,203716389,16 25 17.28,-25 11 05.8,14.65,9.91,-13.44,2.25,-32.06,2.25,8.2,1.5,1,-12,-24.3,94,,
Upper Scorpius,203717757,16 25 18.29,-25 10 48.8,13.94,10.3,-9.3,2.05,-16.29,2.05,4.6,0.8,1,-12,-24.3,27,,
Upper Scorpius,203720901,16 15 21.87,-25 10 08.4,11.92,9.09,-16.55,2.29,-15.29,2.29,5.6,1,1,-12.7,-24.1,56,,
Upper Scorpius,203725441,16 25 04.49,-25 09 11.6,11.43,8.08,-13.73,2.25,-23.66,2.25,12.4,2.3,1,-12,-24.3,89,,
Upper Scorpius,203726701,16 14 39.18,-25 08 56.2,16.22,12,-11.81,2.09,-26.71,2.09,4.2,0.8,1,-12.8,-24.1,26,,
Upper Scorpius,203731383,16 16 05.15,-25 07 56.3,14.59,10.76,-13.88,2.09,-24.67,2.09,4.6,0.8,1,-12.7,-24.1,60,,
Upper Scorpius,203737395,16 23 58.45,-25 06 41.2,10.98,6.64,-10.56,2.23,-15.64,2.23,31.8,5.9,1,-12.1,-24.3,12,,
Upper Scorpius,203747290,16 16 31.02,-25 04 34.5,19.5,11.24,-12.5,4,-21,4,5.7,1,1,-12.6,-24.1,86,,
Upper Scorpius,203750883,16 13 36.51,-25 03 47.4,14.22,10.26,-9.76,2.09,-25.76,2.09,6,1.1,1,-12.8,-24.1,93,,
Upper Scorpius,203753432,16 07 48.62,-25 03 14.2,15.35,11.43,-11.03,2.09,-22.6,2.09,4.6,0.8,1,-13.2,-23.9,57,,
Upper Scorpius,203758182,16 15 09.24,-25 02 12.5,11.57,8.24,-10.89,2.29,-23.47,2.29,9.7,1.8,1,-12.7,-24.1,94,,
Upper Scorpius,203759474,16 04 40.51,-25 01 56.1,10.36,8.88,-17.46,1.79,-35.86,0.49,10.8,0.7,0,-13.4,-23.9,49,,
Upper Scorpius,203759570,16 11 18.47,-25 01 54.8,15.32,11.32,-12.4,2.13,-29.82,2.13,4.8,0.9,1,-13,-24,66,,
